,index,start_time,end_time,text,wav_path,alignment_path,emotion,valence,arousal,dominance,gender
3257,Ses02M_script01_3_F011,119.4741,123.4971,I almost got married two years ago.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F011.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_F011.wdseg,xxx,3.0000,2.5000,3.0000,F
3258,Ses02M_script01_3_F012,124.4235,128.2083,"Well, you started to write me",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F012.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_F012.wdseg,hap,4.0000,3.0000,3.0000,F
3259,Ses02M_script01_3_F013,129.5846,131.7814,Every day since.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F013.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_F013.wdseg,hap,4.0000,3.0000,3.5000,F
3260,Ses02M_script01_3_F014,133.5283,143.4007,"Well, I was waiting for you.  I mean, till then you never wrote and when you did, what did you say?  I mean, you can sure be ambiguous sometimes, you know?",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F014.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_F014.wdseg,hap,4.0000,4.5000,4.0000,F
3261,Ses02M_script01_3_F015,152.2937,161.3721,"I'll never forgive you.  Why did you wait all these years?  I mean, all I did was sit and wonder if I was crazy for thinking of you.",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F015.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_F015.wdseg,hap,4.5000,4.5000,4.5000,F
3262,Ses02M_script01_3_F016,162.8542,165.6598,Not like that you're not.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F016.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_F016.wdseg,xxx,3.5000,3.0000,3.0000,F
3263,Ses02M_script01_3_F017,165.9774,172.4090,"Like Larry's brother.  Do it like you, Chris.  What is it?",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F017.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_F017.wdseg,xxx,2.5000,3.0000,3.0000,F
3264,Ses02M_script01_3_F018,174.8175,179.8463,"No.  What is it, Chris. Your mother?",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F018.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_F018.wdseg,xxx,2.0000,3.5000,3.0000,F
3265,Ses02M_script01_3_F019,182.4666,192.0214,"Well, what's wrong?  I mean, even in your letters there was some--something ashamed.",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F019.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_F019.wdseg,sad,2.0000,2.5000,3.5000,F
3266,Ses02M_script01_3_F020,196.0709,199.7234,You've gotta tell me.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F020.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_F020.wdseg,xxx,3.0000,2.0000,3.0000,F
3267,Ses02M_script01_3_F021,202.2113,206.0226,It wouldn't work this way.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F021.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_F021.wdseg,sad,2.0000,2.0000,3.5000,F
3268,Ses02M_script01_3_F022,213.7247,216.0803,"Yeah, sure.",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F022.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_F022.wdseg,xxx,3.5000,2.5000,3.0000,F
3269,Ses02M_script01_3_F023,220.0504,223.1206,How many?,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F023.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_F023.wdseg,xxx,2.5000,3.0000,3.0000,F
3270,Ses02M_script01_3_F024,225.3174,228.1494,gee.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F024.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_F024.wdseg,xxx,1.5000,3.0000,3.5000,F
3271,Ses02M_script01_3_F025,359.3486,362.8688,Do you still feel that way?,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F025.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_F025.wdseg,sad,2.5000,2.5000,3.5000,F
3272,Ses02M_script01_3_F026,365.3567,374.8585,"'Cause you mustn't feel that way.  Because you have a right to everything you have, Chris.  Everything, you understand that?  Me too.",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F026.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_F026.wdseg,sad,2.0000,3.5000,4.5000,F
3273,Ses02M_script01_3_F027,374.9644,383.4604,"I mean, and your money, there's- there's nothing wrong with your money.  I mean, your father put hundreds of planes in the air.  A man should be paid for that.",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F027.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_F027.wdseg,sad,2.5000,4.0000,4.0000,F
3274,Ses02M_script01_3_F028,387.7482,391.1095,What'll I do with a fortune?,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F028.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_F028.wdseg,hap,4.0000,3.5000,4.0000,F
3275,Ses02M_script01_3_M000,009.3460,012.5191,"I know, it went out of style, didn't it?",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M000.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M000.wdseg,hap,4.0000,2.5000,3.0000,M
3276,Ses02M_script01_3_M001,019.5594,022.4179,You're not sorry you came?,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M001.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M001.wdseg,xxx,3.0000,3.0000,2.0000,M
3277,Ses02M_script01_3_M002,028.6907,030.9140,Why?,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M002.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M002.wdseg,xxx,3.0000,2.5000,3.0000,M
3278,Ses02M_script01_3_M003,034.1165,036.3133,Oh.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M003.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M003.wdseg,xxx,2.5000,2.0000,2.5000,M
3279,Ses02M_script01_3_M004,041.2628,043.6713,What?,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M004.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M004.wdseg,xxx,2.5000,2.5000,3.0000,M
3280,Ses02M_script01_3_M005,048.5942,061.0604,"The trouble is, I planned on sort of sneaking up on you on a period of a week or so.  But they take it for granted that we're all set.",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M005.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M005.wdseg,xxx,3.5000,3.0000,3.5000,M
3281,Ses02M_script01_3_M006,062.5955,064.6335,How'd you know?,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M006.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M006.wdseg,xxx,3.0000,2.0000,3.0000,M
3282,Ses02M_script01_3_M007,066.5392,076.0410,"Oh.  Would you want to?  I guess you know, this is why I asked you to come.",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M007.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M007.wdseg,xxx,3.0000,3.0000,3.0000,M
3283,Ses02M_script01_3_M008,079.8788,089.7511,"Ann, I love you.  I love you a great deal.  I love you.",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M008.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M008.wdseg,hap,4.0000,4.0000,4.0000,M
3284,Ses02M_script01_3_M009,089.8305,094.0124,I have no imagination.  That's all I know to tell you.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M009.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M009.wdseg,hap,4.0000,4.0000,4.0000,M
3285,Ses02M_script01_3_M010,094.0653,104.2024,I'm embarrassing you and I didn't want to tell it to you here.  I wanted some place we'd never been before.  A place where we'd be brand new to each other.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M010.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M010.wdseg,xxx,4.0000,4.0000,4.0000,M
3286,Ses02M_script01_3_M011,104.3082,115.0540,"You feel wrong here, don't you?  This yard, this chair.  I want you to be ready for me.  I don't want to have to win you away from anything.",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M011.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M011.wdseg,xxx,3.5000,3.5000,4.0000,M
3287,Ses02M_script01_3_M012,116.5891,120.3475,And he's gone forever.  You're sure?,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M012.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M012.wdseg,xxx,3.0000,3.5000,3.0000,M
3288,Ses02M_script01_3_M013,122.5972,125.1910,Why didn't you?,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M013.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M013.wdseg,xxx,3.0000,3.0000,2.5000,M
3289,Ses02M_script01_3_M014,127.0438,130.5904,You felt something that far back?,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M014.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M014.wdseg,xxx,4.0000,3.5000,3.5000,M
3290,Ses02M_script01_3_M015,131.9138,134.7458,"Ann, why didn't you let me know?",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M015.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M015.wdseg,xxx,3.5000,3.0000,3.5000,M
3291,Ses02M_script01_3_M016,142.7654,146.1268,"Give me a kiss, Anne.  Give me a-",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M016.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M016.wdseg,hap,4.0000,4.0000,4.5000,M
3292,Ses02M_script01_3_M017,146.2499,153.9347,"God, I kissed Annie.  How long--how long I've been waiting to kiss you.",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M017.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M017.wdseg,hap,4.5000,4.5000,4.5000,M
3293,Ses02M_script01_3_M018,160.2604,164.1776,"Oh, Annie, we're gonna live now.  I'm gonna make you so happy.",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M018.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M018.wdseg,hap,4.5000,4.5000,4.5000,M
3294,Ses02M_script01_3_M019,164.7599,166.9832,I kissed you.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M019.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M019.wdseg,xxx,2.5000,2.0000,2.0000,M
3295,Ses02M_script01_3_M020,172.5943,176.9085,Let's drive someplace.  I want to be alone with you.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M020.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M020.wdseg,sad,3.0000,3.5000,3.5000,M
3296,Ses02M_script01_3_M021,179.6875,183.1283,No.  Nothing like that.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M021.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M021.wdseg,sad,2.0000,2.5000,2.5000,M
3297,Ses02M_script01_3_M022,190.9891,196.8120,"Yeah, I suppose I have been.  But it's going from me.",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M022.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M022.wdseg,sad,2.5000,3.0000,3.0000,M
3298,Ses02M_script01_3_M023,199.9881,203.1642,I don't know how to start.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M023.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M023.wdseg,xxx,2.0000,2.0000,2.5000,M
3299,Ses02M_script01_3_M024,206.0226,214.3334,"It's all mixed up with so many other things.  You remember overseas, I was in charge of a company?",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M024.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M024.wdseg,xxx,2.5000,2.5000,3.0000,M
3300,Ses02M_script01_3_M025,216.3450,220.2621,"Well, I lost them.",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M025.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M025.wdseg,sad,2.0000,2.0000,3.0000,M
3301,Ses02M_script01_3_M026,222.9618,226.0585,Just about all.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M026.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M026.wdseg,sad,2.0000,2.5000,3.0000,M
3302,Ses02M_script01_3_M027,227.3025,234.5281,It takes some time for a guy to toss that off.  'Cause they weren't just men.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M027.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M027.wdseg,sad,2.0000,3.0000,3.5000,M
3303,Ses02M_script01_3_M028,234.6340,249.8263,"For instance, this one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks.  I put them in pocket.  It's only a little thing, but those are the kind of guys I had.",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M028.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M028.wdseg,sad,3.0000,3.5000,4.0000,M
3304,Ses02M_script01_3_M029,249.9322,260.0957,"They didn't die, they killed themselves for each other.  I mean that exactly.  I mean, a little more selfish and they'd have been here today.",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M029.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M029.wdseg,sad,2.0000,3.5000,4.5000,M
3305,Ses02M_script01_3_M030,260.1751,276.8495,"I got this idea watching 'em go down.  Everything was being destroyed, see, but it seemed that one new thing was made.  A sort of responsibility.  Man for man. You know what I mean?",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M030.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M030.wdseg,sad,2.0000,3.0000,4.5000,M
3306,Ses02M_script01_3_M031,276.9290,289.3951,"To show that, to bring that onto the Earth again, like some kind of monument and everyone can feel it standing behind him and it would make a difference to him.",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M031.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M031.wdseg,sad,2.5000,4.0000,4.5000,M
3307,Ses02M_script01_3_M032,289.5539,310.0662,"Then I came back and it was incredible.  There was no meaning in it here. I mean, the whole thing to them seemed like it's sort of a bus accident.  I went to work with Dad and that rat race again.",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M032.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M032.wdseg,sad,1.5000,3.5000,4.5000,M
3308,Ses02M_script01_3_M033,310.1721,332.6959,"And I felt what you said, ashamed somehow 'cause nobody had changed at all.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator.",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M033.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M033.wdseg,sad,1.5000,3.5000,4.5000,M
3309,Ses02M_script01_3_M034,332.7753,346.0090,"I mean, you can take those things out of a war, but when you drive that car, you've gotta realize that it came out of the love a man can have for a man.  You've gotta be a little better because of it.",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M034.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M034.wdseg,sad,2.5000,3.5000,4.5000,M
3310,Ses02M_script01_3_M035,346.0355,360.1426,Otherwise all you have is really loot and there's blood on it.  And I didn't want to take any of that.  And I guess that included you.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M035.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M035.wdseg,sad,2.5000,2.5000,4.5000,M
3311,Ses02M_script01_3_M036,363.0540,366.5213,I want you now Annie.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M036.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M036.wdseg,neu,3.0000,2.5000,3.5000,M
3312,Ses02M_script01_3_M037,382.9311,388.3834,I know Annie.  I'm gonna make a fortune for you.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M037.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script01_3/Ses02M_script01_3_M037.wdseg,hap,4.0000,3.5000,4.0000,M
3313,Ses02M_script02_1_F000,020.1900,021.5800,Fine.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F000.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script02_1/Ses02M_script02_1_F000.wdseg,neu,2.5000,2.5000,2.0000,F
3314,Ses02M_script02_1_F001,042.8600,044.9500,What flashlight?,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F001.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script02_1/Ses02M_script02_1_F001.wdseg,neu,2.0000,2.0000,2.0000,F
3315,Ses02M_script02_1_F002,048.0000,049.8300,That's not your flashlight.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F002.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script02_1/Ses02M_script02_1_F002.wdseg,xxx,2.0000,2.5000,3.0000,F
3316,Ses02M_script02_1_F003,051.4000,053.8400,It's ours; it's mine too.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F003.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script02_1/Ses02M_script02_1_F003.wdseg,xxx,2.0000,3.0000,3.0000,F
3317,Ses02M_script02_1_F004,054.9500,060.1700,But you kept saying my flashlight as if somehow it's just yours. I mean how is it supposed to make me feel?,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F004.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script02_1/Ses02M_script02_1_F004.wdseg,xxx,2.0000,3.5000,3.0000,F
3318,Ses02M_script02_1_F005,076.5300,078.2700,Yea.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F005.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script02_1/Ses02M_script02_1_F005.wdseg,neu,2.5000,1.5000,2.0000,F
3319,Ses02M_script02_1_F006,105.7900,107.4100,I'm cold.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F006.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script02_1/Ses02M_script02_1_F006.wdseg,neu,2.0000,2.5000,2.5000,F
3320,Ses02M_script02_1_F007,108.9900,111.6800,It's after eleven. Let's just go home.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F007.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script02_1/Ses02M_script02_1_F007.wdseg,xxx,2.0000,3.0000,2.5000,F
3321,Ses02M_script02_1_F008,116.8100,119.0500,There is no point in coming down here.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F008.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script02_1/Ses02M_script02_1_F008.wdseg,xxx,2.0000,3.0000,3.0000,F
3322,Ses02M_script02_1_F009,119.4700,121.1500,That's my point.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F009.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script02_1/Ses02M_script02_1_F009.wdseg,xxx,2.5000,3.0000,3.0000,F
3323,Ses02M_script02_1_F010,122.0800,124.0800,So let's go.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F010.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script02_1/Ses02M_script02_1_F010.wdseg,xxx,2.5000,2.5000,2.5000,F
3324,Ses02M_script02_1_F011,132.7100,134.5600,Not particularly.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F011.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script02_1/Ses02M_script02_1_F011.wdseg,neu,2.0000,3.0000,3.0000,F
3325,Ses02M_script02_1_F012,136.1000,139.0000,"I don't, it's just stupid.",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F012.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script02_1/Ses02M_script02_1_F012.wdseg,xxx,2.0000,3.5000,3.0000,F
3326,Ses02M_script02_1_F013,151.2700,158.2600,"Pass up what? These little fish swim onto the beach flop around and swim away, and then they die.",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F013.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script02_1/Ses02M_script02_1_F013.wdseg,xxx,2.0000,3.5000,3.0000,F
3327,Ses02M_script02_1_F014,170.6400,178.5700,What are you so excited about? I mean it's not a moon landing we're talking about here it's fish. It's a fish nobody even eats.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F014.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script02_1/Ses02M_script02_1_F014.wdseg,xxx,2.0000,4.0000,3.0000,F
3328,Ses02M_script02_1_F015,179.7400,180.9100,Augie,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F015.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script02_1/Ses02M_script02_1_F015.wdseg,xxx,2.0000,3.0000,2.5000,F
3329,Ses02M_script02_1_F016,197.3700,199.0000,I'm just not.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F016.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script02_1/Ses02M_script02_1_F016.wdseg,sad,2.5000,3.0000,2.0000,F
3330,Ses02M_script02_1_F017,200.0900,201.0800,Yes.,data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F017.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script02_1/Ses02M_script02_1_F017.wdseg,neu,2.5000,2.5000,2.5000,F
3331,Ses02M_script02_1_F018,214.7200,224.9700,"Last year you'll also remember our shoes got wet, I got sand in my panties, you got a sore throat, we got into a big fight over nothing, and we didn't see the Grunions.",data/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F018.wav,data/IEMOCAP_full_release/Session2/sentences/ForcedAlignment/Ses02M_script02_1/Ses02M_script02_1_F018.wdseg,ang,2.0000,4.0000,3.5000,F
